,DO,TG,SY,BW,NA,PF,GP,UA,BB,PS,GE,DZ,TR,MK,CD,SL,TK,HU,AD,MR,RS,LT,UM,EE,IS,LA,BN,GI,VG,FO,MG,AQ,CH,MF,CI,SA,GH,UY,BO,IR,BZ,NL,LU,PK,AE,MS,ST,JM,HT,TJ,SM,HM,KR,GD,PR,NU,GQ,EH,KG,PG,BV,LY,QA,SX,AI,TF,TM,DE,SS,OM,MT,RU,PL,LR,EC,PY,BH,KY,ZW,VA,FI,MA,CN,AW,CW,MX,BQ,NG,UG,NR,LK,BD,IL,TT,MM,SJ,SK,ML,AZ,CC,HK,YE,US,IM,GB,PT,BE,GW,PA,NF,AO,CV,MY,CO,SG,GN,WF,BI,KM,IT,WS,LS,PM,CZ,MU,SR,HR,VU,TL,AU,CL,MC,SD,FK,TZ,VC,ET,GM,BJ,KN,NI,PN,RW,MV,CY,TO,SH,MO,TV,GA,KW,IN,PW,BF,LI,NP,GT,NE,BS,MZ,CU,AL,TC,DK,FR,JE,DJ,ZM,AM,BR,GU,BG,RO,IO,JP,VN,TW,CA,AX,MN,SI,ZA,TN,MW,CX,GY,GL,KZ,FJ,SE,AT,CM,SN,CF,VI,HN,GG,GR,NC,DM,AS,ME,SB,FM,VE,ER,ID,UZ,BL,LC,NZ,KH,IQ,EG,LV,NO,BY,PH,MP,AF,TH,JO,SV,MQ,AG,KI,RE,BM,LB,ES,IE,XK,SC,CK,AR,MD,TD,CR,SZ,BT,PE,KE,GS,YT,BA,GF,KP,CG,MH,SO
IS,4,1,9,1,4,0,0,23,1,7,7,11,228,3,1,0,1,17,3,3,6,3,0,3,1495,8,0,1,0,0,2,0,41,0,2,73,5,37,1,52,5,83,1,33,232,0,0,16,1,5,0,0,120,0,0,0,0,0,1,2,0,0,7,0,0,0,1,421,0,4,0,85,30,28,7,22,9,0,1,2,61,11,84,0,0,111,0,46,11,0,2,3,7,13,0,0,5,0,4,0,0,13,1707,2,1036,41,28,0,13,0,8,0,51,33,11,1,0,0,0,241,0,0,0,6,0,0,2,0,0,109,47,0,1,0,12,1,4,0,1,0,14,0,0,4,3,1,1,0,0,3,13,98,0,4,0,3,3,0,4,0,2,3,0,31,245,5,0,3,1,186,0,3,10,0,209,4,13,172,0,0,9,42,2,1,0,1,1,4,1,51,44,6,1,1,0,0,3,7,0,1,0,6,0,0,166,0,78,2,0,1,15,1,8,70,5,48,7,208,0,1,187,2,10,0,0,0,0,0,10,388,49,0,1,0,153,0,0,6,0,0,16,12,0,0,7,0,2,0,0,3
LA,105,15,115,24,52,0,0,221,41,52,115,157,342,19,105,36,1,197,4,3,92,48,0,114,27,3164,42,3,3,32,26,0,255,0,68,379,149,130,57,373,10,555,38,256,484,0,5,142,39,33,0,0,664,4,0,12,2,4,11,56,0,16,37,0,21,0,8,1553,66,43,14,658,784,577,197,122,43,14,16,93,859,303,1315,0,0,2472,0,658,79,1,38,65,105,75,132,0,127,18,199,0,0,174,72344,11,7515,1143,491,2,152,0,35,6,1328,1027,373,15,0,1,1,1942,1,5,0,118,25,13,73,2,1,1777,564,5,84,23,31,5,69,1,16,5,60,2,3,24,44,17,9,0,0,69,72,1340,2,28,3,93,80,14,105,18,30,47,8,367,8543,128,7,4,14,4436,0,57,237,3,2579,237,512,3934,0,12,140,808,55,5,0,71,9,34,19,569,234,76,53,20,0,72,8,336,0,30,0,15,4,7,1630,8,1294,18,0,15,454,31,91,334,79,312,46,2121,0,27,3055,66,45,0,6,0,0,23,88,1808,578,23,48,5,1773,34,26,166,1,7,566,167,7,0,113,0,64,23,2,31
BN,1,0,1,0,2,0,0,2,2,1,0,2,6,2,0,0,0,2,0,0,1,1,0,3,1,0,1117,0,0,0,2,0,6,0,0,24,1,0,1,3,0,12,0,4,36,0,0,0,0,0,0,0,42,1,0,0,0,0,0,1,0,0,7,0,0,0,0,70,0,7,2,5,4,10,2,2,2,0,0,0,6,1,83,0,0,12,0,12,3,1,3,4,4,1,2,0,3,1,0,0,0,10,361,0,132,36,5,0,1,0,2,0,692,6,62,0,0,0,0,22,0,0,0,0,2,0,0,0,0,35,3,0,5,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,46,0,2,0,2,0,0,1,0,2,2,0,2,102,0,0,0,0,72,0,2,2,1,139,17,15,41,0,0,2,9,2,0,0,0,0,1,0,5,9,0,0,0,0,0,0,4,0,0,0,0,0,1,30,0,111,0,0,0,7,0,3,7,0,16,0,423,0,1,55,2,1,0,0,0,0,0,3,29,7,0,3,0,6,1,0,1,0,0,5,1,0,0,5,0,1,0,0,2
GI,1,3,1,0,0,0,0,108,2,0,5,0,445,1,1,2,0,1,0,2,1,0,0,4,0,0,0,893,14,1,0,0,6,0,2,36,3,5,0,2,0,14,0,8,5,32,0,1,0,2,0,0,16,0,0,1,0,1,0,3,0,1,3,0,26,0,2,31,1,1,2,349,15,19,8,5,1,71,0,0,8,3,19,0,0,36,0,35,1,0,10,105,2,0,0,0,1,0,0,0,0,4,1973,6,451,11,7,0,3,0,0,0,5,190,4,0,0,0,0,18,0,0,0,3,0,0,1,0,0,26,17,2,2,29,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,38,49,0,1,0,1,2,0,0,0,2,1,1,6,61,1,0,1,0,37,0,1,0,0,24,5,4,37,0,2,0,14,0,0,0,0,0,1,0,12,2,3,0,0,0,2,0,2,0,0,0,1,0,0,16,0,246,6,0,1,2,1,1,3,5,4,47,70,0,0,8,1,2,0,0,0,0,50,1,760,10,4,1,0,22,4,0,1,0,0,15,3,0,0,1,0,0,0,0,0
VG,2,0,1,2,0,0,0,7,2,1,6,6,108,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,250,0,1,0,3,0,0,1,9,0,0,9,0,3,1,11,4,0,0,14,13,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,18,0,1,0,11,1,9,0,1,0,1,0,2,23,2,7,0,0,2,0,21,1,0,0,4,0,4,2,0,1,0,0,0,0,4,1165,3,106,10,4,0,3,0,0,0,7,24,4,0,0,0,0,17,0,0,0,2,0,0,1,0,0,12,2,0,0,1,5,5,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,20,0,1,0,0,1,0,2,0,1,2,1,7,52,1,0,0,1,89,0,0,3,0,15,12,16,35,0,0,2,18,0,0,0,0,0,1,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,40,0,0,3,7,0,2,5,2,4,5,18,0,0,376,0,3,0,1,0,0,0,0,16,9,1,0,0,5,0,0,0,0,0,2,7,0,0,1,0,0,0,0,0
FO,0,0,5,0,1,0,0,20,3,1,4,13,54,1,4,1,0,10,0,0,2,1,0,4,6,5,0,0,1,242,0,0,8,0,2,13,8,2,0,10,0,8,0,4,19,0,1,11,2,0,0,0,42,0,0,0,0,0,0,6,0,1,3,0,0,0,0,54,11,8,3,123,5,13,3,3,4,1,0,2,67,11,41,0,0,44,0,25,4,0,2,0,1,4,8,0,5,1,11,0,0,4,2595,0,131,183,14,0,2,0,4,0,17,53,17,0,0,0,0,40,0,0,0,5,1,0,2,2,1,26,6,0,3,0,4,0,5,0,0,0,14,0,0,1,5,0,0,0,0,1,5,16,0,1,0,0,3,2,6,4,2,3,0,35,146,7,2,0,0,168,0,4,12,0,87,1,36,76,0,0,2,42,1,0,0,2,1,3,1,17,12,2,6,1,0,0,0,5,0,0,0,0,0,0,50,0,7,0,0,1,14,2,3,37,3,6,2,34,0,0,131,3,1,0,0,0,0,2,2,1316,16,0,0,0,58,2,0,2,0,0,17,12,0,0,5,0,3,0,0,4
MG,22,3,6,1,3,0,0,170,6,21,3,164,283,0,10,4,2,93,1,2,65,1,0,9,3,19,7,0,1,6,757,0,88,0,3,102,20,66,15,623,0,51,5,15,120,0,2,74,10,4,6,0,88,0,0,6,5,0,0,9,0,1,0,0,1,0,1,235,4,12,35,88,78,37,45,33,10,4,4,1,1908,21,197,0,0,182,0,119,4,0,10,10,29,2,11,0,13,3,3,0,0,258,3508,0,367,4293,172,1,25,0,56,6,125,384,43,6,0,2,1,549,0,0,0,26,6,0,4,0,1,207,43,1,18,1,10,2,16,1,38,0,4,0,0,5,8,0,3,0,0,0,14,175,0,18,1,14,13,2,12,13,19,8,1,9,1372,1,0,2,5,29382,0,16,48,1,333,39,30,164,0,7,19,54,2,1,0,4,7,10,0,61,89,21,7,18,0,4,1,31,0,0,0,13,0,2,1962,0,135,1,0,0,20,3,29,72,2,44,4,212,0,26,302,11,14,0,0,0,0,1,5,435,33,32,6,0,376,3,7,13,1,0,100,5,1,0,246,0,6,30,0,4
AQ,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,160,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,10,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
CH,125,514,143,70,59,0,0,571,24,62,61,372,4090,56,118,21,0,195,10,16,209,29,0,114,27,154,21,11,2,6,50,0,18849,0,309,2011,523,234,79,368,3,1240,80,1086,974,1,2,103,91,85,7,0,684,2,0,9,2,1,17,50,0,117,193,0,8,0,5,6070,31,146,50,1708,585,565,416,282,176,24,102,22,603,310,1486,0,0,2466,0,1955,285,3,124,304,220,98,69,0,63,28,70,0,0,296,25675,8,7846,2281,1470,4,158,0,122,14,1392,1238,336,38,0,14,0,3086,1,9,0,156,60,5,95,5,14,1626,563,62,102,11,217,2,81,20,53,1,52,0,105,104,104,3,2,0,2,32,327,5349,2,87,24,277,101,19,53,42,68,48,4,349,31025,24,9,57,30,5861,0,107,273,2,3177,183,273,2651,0,94,79,1604,99,21,0,110,12,63,34,627,701,213,187,9,0,86,4,455,0,8,0,25,4,4,930,2,2704,24,0,19,254,29,243,1171,82,283,145,2301,0,54,3152,156,76,0,8,2,0,6,227,5075,467,41,18,1,3805,19,26,136,8,5,1311,855,2,0,111,0,50,34,1,37
MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CI,5,80,5,1,0,0,0,67,3,1,6,22,38,2,71,7,0,12,0,2,4,1,0,6,0,47,1,0,0,1,7,0,67,0,10761,27,62,60,3,18,0,22,3,9,59,0,0,7,9,2,0,0,17,0,0,1,0,0,0,2,0,1,0,0,0,0,1,71,15,2,4,25,11,31,7,52,1,2,6,0,20,176,164,0,0,58,0,275,23,0,0,2,5,1,2,0,6,55,2,0,0,11,1131,0,249,41,143,0,2,0,4,4,27,66,2,36,0,2,1,74,0,1,0,8,4,0,1,0,0,21,11,14,29,1,13,0,9,1,117,0,2,0,16,2,2,1,0,0,0,29,4,78,0,70,0,3,18,39,3,0,4,4,0,3,3801,0,1,6,0,88,0,1,23,1,228,20,27,388,0,0,1,63,38,16,0,8,0,1,0,33,9,290,181,2,0,1,0,87,0,1,0,1,1,0,9,0,83,1,0,0,8,1,5,17,20,16,4,50,0,1,64,1,0,0,1,0,0,0,19,208,19,2,1,0,834,0,33,3,0,0,17,63,0,0,10,0,3,22,0,2
SA,163,47,10455,43,53,0,0,3161,19,2450,426,11732,11500,155,65,18,3,792,276,418,246,41,0,365,46,216,54,18,3,28,41,0,1110,0,74,1510133,523,182,178,5796,7,1522,37,8373,41447,3,5,194,68,247,14,0,1182,1,0,147,4,3,43,102,0,4549,19327,0,23,0,15,6321,64,14491,62,4116,980,729,282,171,10627,79,42,46,732,6577,4522,0,0,2325,0,2005,276,5,346,372,3457,102,975,0,142,52,254,0,0,54452,82767,14,20123,537,574,9,200,0,55,9,3798,1080,548,28,0,8,85,4387,0,4,0,469,37,23,117,6,3,3086,782,38,3931,39,550,3,131,136,42,5,30,1,15,94,185,9,18,0,1,50,47785,10892,2,246,3,424,60,79,176,105,39,249,2,541,11522,17,127,56,112,7202,0,165,1381,7,2762,1195,1019,5166,0,277,344,1969,5944,47,0,25,32,1996,42,1967,1174,194,155,39,0,301,54,577,0,60,0,13,5,20,944,32,4520,507,0,18,579,56,15421,35118,152,663,858,7421,0,306,5826,10967,210,0,3,2,0,97,5233,7229,658,59,13,0,2324,37,235,139,14,5,978,710,16,0,849,0,291,12,0,522
GH,17,66,26,85,91,0,0,82,17,12,46,69,141,6,32,11,0,54,1,1,13,5,0,15,5,72,2,0,20,6,26,0,54,0,108,235,76575,18,80,153,1,171,2,109,327,0,0,92,42,33,3,0,92,0,0,6,2,0,1,18,0,11,60,0,0,0,10,560,206,27,3,269,21,994,25,22,10,2,99,14,937,131,568,0,0,166,0,5477,537,0,10,22,41,19,7,0,7,11,10,0,0,32,13942,0,3833,158,104,0,12,0,4,4,313,228,59,6,0,7,2,330,0,8,0,47,29,3,4,1,4,478,30,1,75,23,123,2,73,14,47,2,19,0,30,5,13,44,2,0,0,22,26,888,0,50,0,92,17,10,115,8,5,7,8,92,1214,23,0,58,2,649,0,8,230,0,344,22,122,928,0,11,13,3056,5,22,0,10,4,1,5,154,34,65,29,2,0,5,11,29,0,3,0,1,0,2,56,25,260,10,0,9,48,7,49,69,14,104,19,525,0,8,286,8,55,0,2,0,0,4,23,340,120,4,9,3,233,2,4,11,16,1,65,2011,5,0,236,0,42,10,0,28
UY,213,3,39,2,7,0,0,91,3,11,14,35,361,13,6,10,1,246,4,4,80,10,0,30,10,24,0,0,1,0,17,0,134,0,7,211,11,161283,485,107,7,140,4,50,103,2,8,137,27,6,33,0,182,0,0,1,2,1,267,5,0,1,8,0,1,0,10,698,0,5,2,338,133,123,1216,1811,0,0,5,2,173,474,218,0,0,4570,0,120,11,0,8,19,55,10,47,0,18,6,6,0,0,71,7557,0,904,302,97,0,436,0,6,1,76,2646,25,1,0,3,1,1001,0,0,0,39,3,0,25,0,0,210,2014,0,13,2,3,0,10,4,3,0,142,0,1,16,7,2,12,0,0,2,7,654,0,39,1,8,429,4,10,6,108,10,2,22,1626,1,0,1,2,4233,0,33,113,0,502,59,63,300,0,19,40,89,11,0,0,4,59,8,0,66,41,24,6,3,0,511,4,75,0,0,0,2,0,1,3459,0,161,45,0,221,27,2,23,54,5,84,13,425,0,234,124,11,274,0,11,0,0,1,12,5351,58,1,7,4,49113,0,10,478,1,0,1403,40,4,0,35,0,9,6,1,2
BO,45,2,7,0,2,0,0,13,1,1,2,21,98,1,10,1,2,11,0,0,3,0,0,9,2,21,4,0,0,0,3,0,45,0,7,146,83,538,11691,21,0,33,0,11,54,0,1,3,8,4,1,0,240,1,0,1,3,3,0,1,0,2,9,0,0,0,2,84,1,49,0,47,29,29,525,369,5,0,4,1,64,28,158,0,0,1318,0,23,10,0,8,8,4,7,6,0,2,3,1,0,0,33,2460,0,280,77,23,0,70,0,9,0,42,710,11,0,0,0,0,296,0,0,0,27,1,0,3,0,0,55,566,0,5,1,25,0,3,1,2,0,51,1,0,4,4,1,6,0,0,1,19,157,0,3,0,5,79,1,2,5,54,0,0,15,675,3,0,1,2,1192,0,2,22,2,448,26,39,147,0,2,5,39,2,0,0,4,4,3,1,26,11,6,3,4,0,108,0,19,0,1,0,8,0,1,2147,0,356,4,0,1,11,3,16,35,2,13,0,169,0,3,233,1,62,0,0,0,0,0,8,2534,27,2,2,0,4080,0,3,90,0,0,396,7,0,0,11,0,2,0,0,2
IR,48,17,372,17,24,0,0,408,18,83,62,297,4576,30,47,16,10,293,17,50,85,13,0,68,17,159,26,3,6,10,90,0,349,0,20,6249,195,133,22,65411,9,806,29,1722,1706,2,7,168,36,30,17,0,1267,5,0,9,2,2,15,46,0,127,274,0,3,0,6,2443,39,355,26,671,403,416,94,61,447,12,30,75,1385,241,1350,0,0,1150,0,539,105,3,79,72,185,33,91,0,63,15,170,0,0,792,30154,3,16667,2033,283,1,391,0,47,12,2383,569,242,7,0,0,6,1970,1,6,0,123,34,8,41,2,7,921,252,5,208,30,44,4,50,5,17,3,28,1,13,48,99,6,2,0,0,33,1016,1962,0,81,1,85,48,12,76,15,44,238,2,255,5628,52,10,14,122,32746,0,60,155,1,2888,238,431,2613,0,19,97,530,96,11,0,32,18,20,17,705,286,69,25,46,0,20,5,216,0,23,0,9,7,4,481,6,1214,29,0,8,181,40,2022,1091,25,323,44,1388,0,199,5269,138,64,0,2,3,0,10,521,2346,246,40,19,3,1470,22,25,46,1,14,328,169,8,0,251,0,79,24,1,52
BZ,1,0,0,0,0,0,0,16,1,0,0,0,42,5,0,0,0,3,0,0,7,0,0,4,1,2,0,0,0,0,0,0,5,0,0,13,5,4,0,6,1556,176,0,4,8,0,0,1,2,9,0,0,6,0,0,4,0,0,0,0,0,0,0,0,1,0,0,136,0,0,0,149,7,10,4,1,1,1,0,1,10,4,27,0,0,80,0,10,1,0,2,1,1,1,0,0,0,0,0,0,0,1,1029,0,157,3,6,0,3,0,0,0,49,3,5,1,0,0,2,82,0,0,0,5,0,0,0,0,0,34,6,0,1,1,4,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,146,0,0,0,0,22,1,1,0,2,0,0,6,80,3,0,0,0,90,0,6,2,0,44,0,32,53,0,0,1,13,1,0,0,0,0,3,0,6,3,0,1,1,0,0,0,5,0,1,0,3,0,0,6,0,16,6,0,0,6,0,0,1,5,3,11,40,0,0,10,0,3,0,0,0,0,21,1,39,11,0,0,0,26,0,2,1,0,1,9,3,0,0,1,0,1,1,0,6
NL,218,24,156,102,64,0,0,921,69,82,197,309,5578,74,109,17,1,439,9,13,238,78,0,235,53,290,52,13,4,8,25,0,834,0,93,1770,398,486,98,763,11,152066,82,1068,1182,1,1,227,58,100,27,0,2726,4,0,20,5,5,28,82,0,79,203,0,12,0,9,6170,27,91,69,7028,1306,1167,522,354,135,27,84,71,1294,344,1997,0,0,3854,0,1762,222,2,113,201,402,129,181,0,149,30,133,0,0,365,85646,28,16190,1244,5259,2,277,0,163,2,3086,1763,925,18,0,13,2,3019,3,9,0,294,40,79,151,3,20,2890,1111,26,178,21,99,9,98,16,45,14,75,0,37,49,166,10,5,0,1,48,362,3929,1,58,9,228,211,12,134,20,104,63,6,506,8678,94,8,26,21,6029,0,261,434,4,3634,619,756,5508,0,37,143,1956,190,10,0,42,42,147,15,1148,702,144,46,40,0,85,38,1174,0,18,0,48,13,18,3379,13,5578,78,0,21,523,94,338,1060,91,621,238,4882,0,50,5277,150,157,0,15,2,0,14,161,4840,1007,45,40,16,3440,49,32,216,9,13,862,657,10,0,250,0,111,11,5,54
LU,5,2,9,1,2,0,0,83,0,3,7,55,139,1,7,1,0,18,0,0,22,5,0,9,1,21,0,2,1,0,3,0,91,0,10,44,8,11,4,15,0,89,1198,17,33,0,0,4,8,2,0,0,57,0,0,0,0,0,1,4,0,9,5,0,0,0,0,230,0,1,9,177,55,25,11,6,2,2,2,2,38,40,170,0,0,111,0,20,7,0,3,11,18,2,7,0,10,6,11,0,0,15,1317,0,443,241,230,0,17,0,2,0,47,39,9,1,0,1,3,200,0,0,0,22,5,0,5,0,1,74,62,1,3,0,6,0,3,0,10,1,3,0,0,5,6,2,1,0,1,2,0,153,0,4,0,16,3,0,0,0,2,4,0,19,4384,0,0,0,3,244,0,5,32,0,492,20,20,144,0,5,6,36,6,0,0,4,3,41,1,52,39,20,7,1,0,2,0,56,0,0,0,1,0,0,51,0,145,8,0,0,14,2,26,16,17,28,32,51,0,2,121,21,4,0,0,0,0,0,5,276,52,1,1,0,179,2,2,4,0,0,26,6,0,0,11,0,1,4,0,4
PK,45,18,98,63,19,0,0,228,61,24,352,260,1464,42,42,9,0,139,3,24,116,32,0,169,25,105,36,3,3,7,9,0,384,0,15,10796,214,74,19,1779,3,773,10,382532,14480,1,2,86,17,55,6,0,1902,2,0,2,1,6,13,37,0,62,1158,0,2,0,5,2749,27,1883,14,1361,407,632,163,63,1391,4,23,29,361,258,1551,0,0,1066,0,1225,149,3,359,570,241,31,93,0,166,17,84,0,0,629,34476,3,19825,749,436,1,121,0,34,3,2616,528,353,2,0,2,1,2828,0,2,0,89,51,5,38,0,2,2374,428,6,77,10,83,4,44,4,32,21,49,0,8,61,53,3,4,0,0,31,1100,22521,2,44,2,377,49,23,195,10,17,40,1,552,4311,18,2,8,20,3265,0,91,291,0,3084,555,364,4724,0,36,43,1027,104,10,0,9,10,122,19,516,318,81,20,50,0,20,3,431,0,9,0,0,2,1,481,4,1582,56,0,4,246,32,555,714,29,757,106,1545,0,456,1659,179,23,0,2,7,0,105,105,2077,610,6,7,0,1939,26,18,30,7,12,282,303,9,0,112,0,89,4,0,32
AE,272,31,1577,53,68,0,0,700,52,417,195,2388,2273,68,101,27,2,474,1172,58,249,30,0,291,66,291,72,7,13,39,54,0,821,0,155,61226,863,564,121,1366,14,1215,49,10145,175676,1,2,176,83,72,7,0,1058,1,0,67,7,6,29,87,0,1157,3892,0,8,0,3,3694,58,3746,33,2043,676,1202,854,489,4190,18,96,31,1270,1641,3201,0,0,8304,0,3272,344,2,392,445,638,296,181,0,240,48,185,0,0,5959,63447,31,13253,1953,769,1,396,0,262,11,3327,2940,1177,23,0,4,22,3470,3,3,0,206,43,25,106,3,7,2451,1672,10,1242,25,214,8,114,9,35,7,192,0,37,150,145,27,6,0,7,41,7364,15902,2,248,2,628,577,66,161,71,123,110,7,288,11040,53,83,53,40,16232,0,175,697,3,4724,293,862,4372,0,64,353,1851,1969,28,0,35,20,298,49,1230,710,234,170,30,0,226,5,360,0,11,0,39,3,2,1632,9,4378,101,0,22,400,46,2675,11771,106,693,238,16902,0,146,2160,2769,196,0,6,2,0,45,1823,8170,703,59,56,3,7087,24,102,576,4,4,1362,1169,23,0,295,0,115,16,1,105
MS,0,0,6,0,0,0,0,3,0,0,0,4,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33,0,0,1,0,0,0,382,6,0,0,0,0,94,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1668,0,14,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,8,0,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,190,4,0,2,3,0,0,1,1,0,0,1,0,0,61,0,37,0,0,2,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ST,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,3,10,1,9,0,1,0,1,4,0,53,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,0,0,0,11,2,0,0,295,0,0,0,0,7,2,25,0,0,6,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,79,0,4,7,1,0,0,0,3,1,2,9,1,0,0,0,0,9,0,0,0,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,2,0,1,0,0,0,0,0,31,0,0,0,0,92,0,0,0,0,58,4,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,12,0,0,0,2,0,0,0,0,0,0,0,3,1,1,0,0,164,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0
JM,80,1,38,13,3,0,0,95,134,81,30,44,168,13,19,5,1,36,1,1,9,7,0,10,5,26,1,0,15,6,4,0,34,0,3,139,175,153,5,86,4,98,2,150,137,2,2,15480,40,23,1,0,117,18,0,1,0,1,0,16,0,4,5,0,1,0,0,271,5,13,5,90,35,160,24,25,6,26,31,13,208,25,279,0,0,275,0,324,73,0,6,11,28,251,16,0,35,6,11,0,0,33,11425,0,2630,900,86,0,81,0,18,0,160,272,46,1,0,1,1,206,0,0,0,29,10,4,6,0,2,402,52,0,18,4,14,38,22,2,3,10,9,0,6,6,6,2,0,0,0,14,22,804,1,7,0,14,20,3,117,2,18,9,10,57,863,36,0,9,2,2042,0,13,47,58,628,39,137,1083,0,15,22,346,4,7,0,15,0,3,4,73,31,24,8,5,0,15,0,41,0,8,0,3,3,1,276,1,277,5,0,76,40,4,22,97,11,30,6,760,0,4,290,6,10,0,90,0,0,22,10,322,78,4,2,0,925,10,5,7,1,2,71,294,1,0,37,0,5,2,0,44
HT,80,7,12,3,3,0,0,19,18,4,15,26,57,4,15,2,0,11,0,0,3,6,0,7,1,25,1,0,4,3,2,0,39,0,23,31,52,78,1,29,6,50,2,49,43,0,0,79,3491,5,1,0,33,17,0,0,1,0,1,9,0,1,1,0,0,0,0,110,4,4,2,50,24,75,22,30,2,6,4,4,65,25,83,0,0,119,0,154,16,0,3,6,4,48,10,0,9,5,5,0,0,14,4566,1,777,274,38,1,24,0,5,0,423,80,7,3,0,2,0,195,0,0,0,5,0,5,2,0,0,88,48,0,18,2,12,3,4,1,4,1,6,0,4,5,1,0,2,0,0,8,4,123,0,8,0,25,7,3,5,1,33,6,0,17,1729,11,0,2,3,301,0,2,18,1,113,9,56,289,0,1,11,168,3,3,0,5,0,2,2,27,14,19,22,2,0,6,0,11,0,1,0,0,0,1,99,0,373,0,0,12,28,1,9,28,5,10,3,174,0,4,52,4,7,0,6,0,0,4,2,212,45,1,4,0,1667,3,6,16,0,0,15,49,1,0,15,0,6,6,0,2
